placeName,address,managerUnit,applyUnit,contactor,officePhone,fax,email,register,imageUrl,seg,place
大埤酸菜館,,大埤鄉公所,大埤鄉公所,陳百勳,05-5916512,,,■戶外   (二~日) 08：00～11：30 13：30～17：00 戶外部分收取費用,http://busker.culture.tw/c_upload_busker/performer/place/image/2016-07-11/7efebdf0-d1b0-46d5-995e-beee96ba49fe/23d8d7e19bf7e6732e83123b75352ae7.JPG,['酸菜'],
土庫順天宮前廣場,,,,許萬生,06-6622658、0931-590966,,,1、時段：初一、十五、農曆三月二十三日慶典日，不開放。2、音量：60分貝以下。3、以不妨礙交通為原則。4、場地使用完畢，請恢復原狀，並維護環境整潔。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F290/8dca5e19-ac81-402b-9dd4-0bc590c3e408.JPG,"['土庫', '順天', '宮前', '廣場']",
斗南鎮他里霧繁星廣場,,他里霧城鄉發展協會,他里霧城鄉發展協會,林吉芳執行長,05-5977320、0931-616006,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2016-07-11/65dcfd9c-df54-4f08-8e43-e9f633da2b78/8f34fce957e255385424c3ece157fde2.jpg,"['斗南', '鎮他', '廣場', '繁星']",
大甲鎮瀾觀光商圈,,,臺中市大甲鎮瀾觀光商店街區管理委員會,蔡小姐,(04)2676-5678,(04)2681-1787,,1.街頭藝人須於14 天前提出展演申請。 2.申請方式：書面 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F58/7b82fb3a-14f5-4673-a2e2-e0595e09529a.jpg,"['大甲鎮', '觀光', '商圈']",
舊山線泰安車站(泰安商圈),,臺中市文化資產處委託泰安社區發展協會管理,泰安社區發展協會,李先生,0932-334429,(04)2558-4532,chifang1211@hotmail.com,1.街頭藝人須於　14 天前提出展演申請。 2.申請方式：傳真、E-mail 3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F59/a6bdcdb1-5185-4bde-a4ae-59ce7e657a0b.jpg,"['泰安', '舊山線', '車站', '商圈']",
豐原車站前廣場,,臺中市豐原區公所,公用課,蔡小姐,04-2522-2106#351,04-2520-6657,kichiko@taichung.gov.tw,1.街頭藝人須於７ 天前提出展演申請。 2.申請方式：書面。  3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F61/6bcbc70b-31ac-496e-8041-8092cf367caa.jpg,"['豐原車', '廣場']",
太平洋百貨公司豐原店1F廣場,,太平洋百貨豐原店,企劃美工課,黃小姐,04-25291111#300、281,04-25291212,fysec_21@pacific-mail.com.tw,1.街頭藝人須於30天前提出展演申請。2.申請方式：書面、電話、E-mail,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F62/8f657fea-07d0-4408-a731-dc2858370f2c.jpg,"['百貨', '豐原店', '1F', '廣場', '太平洋', '公司']",
豐原廟東復興商圈,,臺中市豐原區廟東復興商圈管理委員會,臺中市豐原區廟東復興商圈管理委員會,吳主委,0928-968999,,DT968999@yahoo.com.tw,1.街頭藝人須於10 天前提出展演申請。 2.申請方式：電話。  3.場租：免費。 ,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F63/a1dbf519-0982-4b03-9e0e-8206ca49bf62.jpg,"['豐原廟', '商圈']",
沙鹿鎮立公園,,沙鹿區公所,沙鹿區公所公用課,呂小姐,(04)2662-2101#226,,,1.街頭藝人須於 7天前提出展演申請。 2.申請方式：書面 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F64/5f831662-689f-4374-afc8-29539e6ba4f7.jpg,"['沙鹿', '鎮立', '公園']",
鹿寮丹聯成衣商圈,,管委會,管委會,何先生,(04)2662-9280,,,1.場租：免費 2.申請方式：7天前申請,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F65/bbae8ef6-a8be-40ec-953a-9a80bdecfa42.jpg,"['丹聯', '商圈', '成衣']",
沙鹿區公所前廣場,,沙鹿區公所,人文課,林先生,(04)2663-4212,(04)2663-4241,,1.街頭藝人須於 7天前提出展演申請。 2.申請方式：書面 3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F66/bc66e26c-0f95-4e46-85ed-57bcfe6008a8.jpg,"['沙鹿', '前廣場', '公所']",
大里區環保公園,,,里辦公處,何先生,	(04)2406-2910 0910-412319,,,1.申請方式：電話(須於7天前提出申請) 2.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F67/8ba84cd9-823c-4787-b025-2a4113e74268.jpg,"['大里區', '環保公園']",
外埔區公所前廣場,,外埔區公所,秘書室,林小姐,(04)2683-2216#701,(04)2683-6036,P002A@taichung.gov.tw,1.街頭藝人須於14　天前提出展演申請。 2.申請方式：書面。  3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F68/e930c258-53c3-490d-9c8d-f5d71cea3fa5.jpg,"['外埔', '前廣場', '公所']",
臺中市神岡區潭雅神綠園道和平場站,,臺中市政府觀光旅遊局,觀光工程科,林小姐,04-22289111#58113,04-25251622,,1.街頭藝人須於　7　天前提出展演申請。 2.申請方式：書面，需檢附街頭藝人證影本 3.場租：免費 4.管理辦法及申請表格連結網址：http://www.tourism.taichung.gov.tw/dl.asp?fileName=5123902047.pdf,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F69/30d6a726-adc2-47a9-9af0-cf389dc4575b.jpg,"['中市', '神岡區', '雅神', '綠園', '場站', '和平']",
谷關商圈,,交通部觀光局參山國家風景區管理處,臺中市和平區谷關社區發展協會,尹先生,04-25951998#695,04-25950005,fiona@villa-spa.com.tw,1.街頭藝人須於14天前提出展演申請。 2.申請方式：書面電話、EMAIL 。3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F70/22ad8bf9-99d0-437e-ae43-6a4539a5ea62.jpg,"['谷關', '商圈']",
石農咖啡館前廣場,,石岡區農會,石農咖啡館,劉小姐,04-25823200,04-25823651,,需於3天前申請(電話),http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F71/7032ecdf-09a3-4b90-9819-71577ff8cae8.jpg,"['石農', '館前', '廣場', '咖啡']",
光景走廊商街(臺中港舶來品商圈),,臺中縣臺中港區商業繁榮促進會,臺中縣臺中港區商業繁榮促進會,陳小姐,	(04)2656-6323 0930-099922,(04)2656-6922,,不須審請可逕行前往展演,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F73/8b2f5500-599b-4eb5-be69-b73fabf90038.jpg,"['商街', '來品', '中港', '商圈', '光景', '走廊']",
太平古農莊文物館戶外廣場,,太平區公所,太平區公所人文課,劉小姐、周小姐,04-22794157#106 任小姐,,tps023@taiping.gov.tw,1.街頭藝人須於7天前提出展演申請。 2.申請方式：書面,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-24/3258a3e8-3a75-4fb1-aadf-e1fbac0a1967/5746bde74ee86ea8144baa366a7dad1a.jpg,"['古農莊', '館戶', '外廣場', '太平', '文物']",
臺中市大肚區公所前廣場,,臺中市大肚區公所,臺中市大肚區公所,趙小姐,04-26991105#340,04-26998564,smallyu0517@taichung.gov.tw,1.街頭藝人須於14天前提出展演申請。 2.申請方式：書面  Email 3.管理辦法及申請表格聯結網址：http://www.buskers-taichung.com.tw/uploadfiles/images/20150107_145609_9331.doc,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F75/9004d6e7-d035-4129-a912-6971088f1f9a.jpg,"['中市', '前廣場', '大肚', '公所']",
東海藝術街商圈,,臺中市東海藝術街管理委員會,臺中市東海藝術街管理委員會,郭先生,(04)2631-7686 0911-317535 ,,th.artstreet@gmail.com,1.街頭藝人須於15天前提出展演申請。 2.申請方式：電話、電子郵件,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F76/488654bb-b902-4f8b-a583-523bbcb8581c.jpg,"['東海藝術', '商圈']",
國立自然科學博物館前之生命演化步道,,國立自然科學博物館,營運科,陳小姐,(04)2322-6940#789,,,1. 街頭藝人須於  7  天前提出展演申請  2. 申請方式 : 書面、電話  3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F77/e0d115bb-d502-4f02-b17f-aa6dd07455db.jpg,"['自然科', '國立', '館前', '博物', '演化', '生命']",
中正公園,,臺中市政府建設局,建設局,曾小姐,(04)22289111#33924,,,1.街頭藝人須於 7天前提出展演申請。 2.申請方式：書面（請逕自臺中市政府建設局網站下載） 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F78/43cdfbba-dbf7-49f9-86f8-0205e2047548.jpg,"['公園', '中正']",
臺中市孔廟,,臺中市孔廟忠烈祠聯合管理事務所,臺中市孔廟忠烈祠聯合管理事務所,陳小姐,04-22332264,04-22330028,hung@taichung.gov.tw,街頭藝人須於30天前提出展演申請。申請方式 : 書面。管理辦法及申請表格連結網址: http://www.confucius.taichung.gov.tw/ct.asp?xItem=44705&ctNode=2686&mp=102030,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F79/de441d77-3726-4926-878f-0c4a0c035bdc.jpg,"['中市', '孔廟']",
臺中市中山堂藝文廣場,,臺中市政府文化局,臺中市政府文化局,郭小姐,(04)22070976#18,,,１.申請方式：書面、電話（14天前）  2. 場租：免費  ３.管理辦法及申請表格聯結網址：      臺中市中山堂藝文廣場街頭藝人場地使用申請表      臺中市中山堂藝文廣場街頭藝人表演展演場域圖,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F80/4ef571ab-1348-4d02-97dc-6e3b6611fa0a.jpg,"['中山堂', '中市', '藝文廣場']",
繼光街商圈(行人徒步區),,臺中市政府經濟發展局,臺中市繼光商店街行人徒步區管理委員會,張先生,0919-934341,(04)2225-4707,corner168@yahoo.com.tw,1.街頭藝人須於７天前提出展演申請。 2.申請方式：電話、E-mail,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F81/a1b50b12-10bd-4d6b-b416-3e816d482112.jpg,"['繼光街', '商圈', '徒步', '行人']",
第一廣場前綠川加蓋區,,臺中市政府建設局,景觀工程科,謝小姐,(04)2228-9111 # 33300,,,1.街頭藝人須於７ 天前提出展演申請。 2.申請方式：書面 3.場租：免費 4. 用電須洽第一廣場。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F82/bdf22389-4087-4aa2-9b03-65526b27cd89.jpg,"['廣場', '綠川', '加蓋區', '第一']",
輔順將軍廟前廣場,,順天宮輔順將軍廟,辦公室,詹總幹事,(04)2226-5649,(04)2222-7045,msc328@hotmail.com,1.街頭藝人須於7天前提出展演申請。 2.申請方式：電話、E-mail。 ,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F83/1092af81-059d-415c-87e5-b5f9d4954de4.jpg,"['輔順將', '軍廟', '前廣場']",
興中停車場前廣場(臺灣旅遊中心),,臺中市政府交通局,公共運輸處,林小姐,(04)2228-9111#61132,,,1.街頭藝人須於　45　天前提出展演申請。 2.申請方式：書面 3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F84/43ea70ce-292d-41eb-aa67-9ac228d0a34c.jpg,"['興中', '停車場', '前廣場', '臺灣', '旅遊', '中心']",
自由商圈(九個太陽太陽餅店前騎樓),,九個太陽太陽餅名產專賣店,九個太陽太陽餅名產專賣店,	戴小姐,(04)2221-3639,(04)2221-3888,ninesuns9@yahoo.com.tw,1.  3天前提出展演申請。  2.  申請方式：電話。 3.  場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F85/3cba9ec5-a997-4cf5-935a-e351996f4523.jpg,"['九個', '太陽', '太陽餅', '店前', '騎樓', '商圈', '自由']",
文心森林公園,,臺中市政府建設局,建設局,蔡小姐,(04)2228-9111#33924,,,1.街頭藝人須於 7 天前提出展演申請。 2.申請方式：書面（請逕自臺中市政府建設局網站下載）。 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F86/079a6322-ef66-4c59-8aec-740611654614.jpg,"['文心', '公園', '森林']",
老虎城,,企劃處,企劃處,劉先生,04-36062633,,shuan@mail.tigercity.com.tw,1. 街頭藝人須於  30  天前提出展演申請。 2. 申請方式 : 電話 / Email 3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F87/496d5d28-1f33-4434-8992-52b6fec35cdc.jpg,['老虎'],
順天經貿廣場,,順天經貿廣場,管理中心,黃小姐,04-22595777#1163,04-22581901,sweeten@sweeten.com.tw,1.街頭藝人須於7天前提出展演申請。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F88/182354ae-7ff3-4c31-a92a-180db6945886.jpg,"['順天', '經貿', '廣場']",
草悟道,,臺中市政府建設局,景觀工程科,謝小姐,(04)2228-9111#33300,,,1.街頭藝人須於 7 天前提出展演申請。動態展演類(含低音量)如遇平日申請組數超過可展演組數，將依規抽籤；手創藝術類假日須抽籤，辦理另詳附件。 2.申請方式：書面 (如附件) 3.場租：免費 ,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F90/3ade7d3e-1ac5-479b-87cf-d82bb5e5638e.jpg,['悟道'],
精明一街商圈,,精明一街商圈管理委員會,精明一街商圈管理委員會,詹小姐,04-37048811#301,04-23261252,cyndy@eadcom.tw,1.街頭藝人須於30天前提出展演申請。 2.申請方式：書面、電話、E-mail,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F92/34604d54-a2d9-4783-82ef-111a0f014d11.jpg,"['一街', '商圈', '精明']",
廣三SOGO百貨公司及其前方地下道,,廣三SOGO百貨,營業企劃課,湯小姐,(04)2323-3788#1808,,sunni3279@mail.kssogo.com.tw,1. 街頭藝人須於  7  天前提出展演申請 2. 申請方式 : E-mail 3. 場租：免費 4. 管理辦法及申請表格連結網址 : 　每周一受理報名隔週表演，每週至多申請三次，每次不超過3小時。 　報名表格可於本館官方網站下載。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F93/ff71dc5e-ae9d-47c2-b848-bc4ad5d9d250.jpg,"['廣三', 'SOGO', '百貨', '地下道', '前方', '及其', '公司']",
新都生態公園,,臺中市政府建設局,建設局,曾小姐,	04-2228-9111#33924,,, 1.街頭藝人須於7天前提出展演申請。 2.申請方式：書面（請逕自臺中市政府建設局網站下載）。 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F94/e55b84d4-2f11-4a09-ae7e-763dc57f850f.jpg,"['生態', '公園']",
北屯兒童公園,,臺中市政府建設局,建設局,曾小姐,04-2228-9111#33924,,, 1.街頭藝人須於 7 天前提出展演申請。 2.申請方式：書面（請點選連結下載申請書） 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F95/abdfd2c7-7e3f-4538-974d-2d6d00f6ea84.jpg,"['北屯', '兒童', '公園']",
財團法人台中樂成宮廣場,,財團法人台中樂成宮,總務組,高小姐,04-22111928,04-22126224,,1.街頭藝人須於14天前提出展演申請。 2.申請方式：書面、電話、傳真 。3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F96/f7ca5975-b32b-4118-b4c0-f7e58af8dd4a.jpg,"['財團', '台中樂成', '宮廣場', '法人']",
臺中市大甲區公所前廣場,,臺中市大甲區公所,秘書室,陳先生,04-26872101#121、120,,,街頭藝人須於　7　天前提出展演申請。  申請方式：書面,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F98/469243a5-facf-4d02-aeb4-d5aede5602c6.jpg,"['中市', '大甲區', '前廣場', '公所']",
國立公共資訊圖書館館前廣場,,	教育部國立公共資訊圖書館,祕書室,鄒小姐,(04)2262-5100#1911,(04)2262-6260,P222@nlpi.edu.tw,1.街頭藝人須於 14天前提出展演申請。 2.申請方式：書面、Email 。3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F99/95a4f34e-17a5-4c85-b8f9-890576f06d17.jpg,"['國立', '資訊', '圖書館', '廣場', '公共']",
臺中市立圖書館精武分館文化廣場,,臺中市立圖書館,精武分館,江主任,04-22362275,,lib066@taichung.gov.tw,1. 街頭藝人須於  14  天前提出展演申請。 2. 申請方式：email 。3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F100/a24c90c4-3ade-473b-b7c3-22ae0ce3079a.jpg,"['圖書館', '精武', '分館', '廣場', '市立', '文化']",
草悟廣場,,草悟股份有限公司,企劃部,李先生,04-23021232#202,04-23021231,eason.lee@caowu.com.tw,街頭藝人須於7天前提出展演申請。申請方式：E-mail、親自旅客服務中心,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F101/001f493f-05d9-4ec6-b4ca-35fd6bdfeaf4.jpg,"['草悟', '廣場']",
梨山賓館前圓環,,參山國家風景區管理處,梨山賓館,徐小姐,04-22653939#832,04-22652353,,街頭藝人須於7天前提出展演申請。 申請方式：書面、電話,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F102/edb47068-9154-4498-9b71-5972f7f1a4f6.jpg,"['梨山', '賓館', '前圓環']",
歷史建築臺中放送局小舞臺,,臺中市文化資產處,,黃小姐,04-22290280#209,,,街頭藝人須於　天前提出展演申請。  申請方式：  管理辦法與申請表格連結網址: 依委外廠商規定辦理(104年4月後),http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F103/0e6e114f-c27a-4286-a793-239e0f804dd5.jpg,"['放送', '歷史', '建築', '局小舞']",
親水公園,,臺中市外埔區公所,臺中市外埔區公所,陳先生,(04)2683-2216#503,(04)2683-7187,Paranormal1@taichung.gov.tw,1.街頭藝人須於7天前提出展演申請。 2.申請方式：書面 。 3.場租：免費,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-24/0610a062-865f-4c89-831f-ff254edf21f1/393939b8c5a720f228fab047f202a715.jpg,['親水公園'],
臺中市港區藝術中心,,臺中市港區藝術中心,臺中市港區藝術中心推廣股,張小姐,(04)2627-4568#204,(04)2627-4543,beryl@mail.tcsac.gov.tw,1.街頭藝人須於　7　天前提出展演申請。 2.申請方式：檢附街頭藝人證、場地使用申請書，相關表單簽名用印後存以電子檔mail或傳真至港區藝術中心推廣股辦理申請。 3.管理辦法及申請表格聯結網址：臺中市政府文化局港區藝術中心街頭藝人展演場地申請簡章及申請書  ,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F210/79308ff8-265b-4ac8-87ec-471d966e4368.jpg,"['中市', '港區', '藝術', '中心']",
