ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,Data,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],Time,B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
48,女,2003,1. 水瓶座(1/20-2/18) Aquarius,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,48,755,300,109,580,329,60,FALSE,90,10,0,0,25,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,889.94
49,女,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,49,不知道,65,不知道,134,358,360,49,60,10,0,0,10,3符合 agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,550.6
50,男,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,50,300,130,26,170,200,50,FALSE,12,10,0,0,35,2不符合 disagree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,191.76
51,女,2003,1. 水瓶座(1/20-2/18) Aquarius,管理學院College of Management,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,51,745,460,94,493,551,0,FALSE,390,0,0,0,20,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,468.3
52,男,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,509,234,49,126,292,90,FALSE,0,30,5,0,30,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,169.65
53,男,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,53,157,140,23,36,45,30,FALSE,30,10,0,0,30,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,208.11
54,男,2003,1. 水瓶座(1/20-2/18) Aquarius,文學院College of Liberal Arts,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,54,743,358,89,421,386,180,54,120,180,5,0,30,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,278.18
55,女,2003,1. 水瓶座(1/20-2/18) Aquarius,文學院College of Liberal Arts,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,Motorola,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,55,110,113,59,47,26,20,FALSE,10,0,0,0,3,4非常符合 extremely agree,3符合 agree,4非常符合 extremely agree,2不符合 disagree,304.37
56,男,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,1. 從不參與  never involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,56,397,155,89,147,158,120,FALSE,20,5,4,0,5,3符合 agree,3符合 agree,3符合 agree,3符合 agree,311.78
57,男,2003,1. 水瓶座(1/20-2/18) Aquarius,管理學院College of Management,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,57,幾百,幾百,幾十,四百多,四百多,180,57,0,20,0,0,0,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,174.58
58,男,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,58,450,352,20,446,441,120,FALSE,60,60,1,0,10,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,189.4
59,女,2003,1. 水瓶座(1/20-2/18) Aquarius,理學院College of Science,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,59,605,242,46,532,479,0,FALSE,60,10,0,0,49,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,186.52
60,女,2003,1. 水瓶座(1/20-2/18) Aquarius,理學院College of Science,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,60,229,460,102,820,719,10,FALSE,120,5,0,0,30,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,469.02
61,女,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,61,3000,800,100,1400,540,180,61,60,0,1,1,20,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,150.18
62,女,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,62,250,200,100,600,500,150,62,30,10,0,0,20,4非常符合 extremely agree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,134.27
63,男,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,7. 五年以上 > 5 years and more,1. 吃到飽沒上限 unlimited data,63,400,300,40,465,653,80,FALSE,30,10,0,0,60,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,150.96
64,女,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,64,200,170,75,100,120,0,FALSE,120,0,0,1,30,2不符合 disagree,4非常符合 extremely agree,2不符合 disagree,2不符合 disagree,213.43
65,女,2003,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,65,1-200,100,7-80,312,227,0,FALSE,60,0,0,0,50,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,163.46
66,男,2004,1. 水瓶座(1/20-2/18) Aquarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,66,200,153,83,220,309,120,FALSE,30,60,0,0,10,2不符合 disagree,4非常符合 extremely agree,2不符合 disagree,2不符合 disagree,201.94
67,女,2004,1. 水瓶座(1/20-2/18) Aquarius,理學院College of Science,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,67,795,266,93,420,412,0,FALSE,120,180,3,0,10,3符合 agree,4非常符合 extremely agree,1極不符合 extremely disagree,1極不符合 extremely disagree,249.36
68,男,1996,2. 雙魚座(2/19-3/20) Pisces,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,2. 有限制不是吃到飽 limited data,FALSE,1000,600,50,650,550,0,FALSE,0,0,0,1,20,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,155.15
69,女,1997,2. 雙魚座(2/19-3/20) Pisces,文學院College of Liberal Arts,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L3: 住在親戚/朋友家裡 live in relative/friend's house,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,69,1607,184,23,1367,323,120,FALSE,20,15,0,0,40,4非常符合 extremely agree,3符合 agree,2不符合 disagree,3符合 agree,141.25
70,男,1998,2. 雙魚座(2/19-3/20) Pisces,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華為HUAWEI,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,70,768,376,104,1072,926,300,70,0,10,7,3,50,4非常符合 extremely agree,3符合 agree,3符合 agree,4非常符合 extremely agree,257.27
71,男,1998,2. 雙魚座(2/19-3/20) Pisces,理學院College of Science,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,71,941,479,19,420,4213,60,FALSE,0,60,0,1,10,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,200.19
72,女,1999,2. 雙魚座(2/19-3/20) Pisces,音樂學院College of Music,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,歐寶OPPO,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,72,290,831,108,130,131,90,FALSE,0,20,2,0,20,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,492.57
73,女,1999,2. 雙魚座(2/19-3/20) Pisces,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,73,10個以內,87,36,91,463,5,FALSE,60,0,0,0,20,4非常符合 extremely agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,586.52
74,女,2000,2. 雙魚座(2/19-3/20) Pisces,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,索尼SONY,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,74,150,103,35,346,460,0,FALSE,20,20,2,0,5,3符合 agree,1極不符合 extremely disagree,2不符合 disagree,1極不符合 extremely disagree,190.7
75,女,2001,2. 雙魚座(2/19-3/20) Pisces,教育學院College of Education,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,Realme,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,75,1336,457,324,81,1740,60,FALSE,60,10,0,1,20,3符合 agree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,437.74
76,女,2001,2. 雙魚座(2/19-3/20) Pisces,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,1. 從不參與  never involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,三星SAMSUNG,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,76,313,159,39,45,33,20,FALSE,150,20,3,0,49,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,213.04
77,男,2001,2. 雙魚座(2/19-3/20) Pisces,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,77,465,378,49,379,393,60,FALSE,120,20,0,0,20,3符合 agree,3符合 agree,1極不符合 extremely disagree,2不符合 disagree,159.45
78,女,2001,2. 雙魚座(2/19-3/20) Pisces,科技學院College of Technology and Engineering,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,4. 只用WIFI不能用SIM卡上網,FALSE,10-50,248,103,28,70,240,78,120,10,0,0,10,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,213.63
79,女,2001,2. 雙魚座(2/19-3/20) Pisces,教育學院College of Education,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,79,500,231,129,348,298,300,79,60,10,0,0,47,2不符合 disagree,4非常符合 extremely agree,1極不符合 extremely disagree,2不符合 disagree,341.79
80,女,2001,2. 雙魚座(2/19-3/20) Pisces,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,80,341,315,67,452,432,0,FALSE,150,20,0,0,60,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,112.78
81,男,2001,2. 雙魚座(2/19-3/20) Pisces,理學院College of Science,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,Google,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,81,265,104,65,97,142,0,FALSE,90,10,0,0,5,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,199.82
82,女,2001,2. 雙魚座(2/19-3/20) Pisces,藝術學院College of Arts,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,2. 有限制不是吃到飽 limited data,FALSE,394,221,40,277,389,0,FALSE,151,31,0,0,60,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,201.78
83,男,2001,2. 雙魚座(2/19-3/20) Pisces,管理學院College of Management,1. 內向安靜 Introvert and gentle,1. 從不參與  never involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,1. 半年內 within an half year,2. 有限制不是吃到飽 limited data,FALSE,33,65,10,30,46,70,FALSE,90,40,2,1,43,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,162.43
